"label","text","vector"
"0","今『ケーキの切れない非行少年たち』という本を読んでる。この被告は今までどうやって生きてきたのだろう。

新潟女児殺害 被告の男に死刑求刑 | NHKニュース https://t.co/N5slq6ro41","-0.14379159 -0.2546393 0.053658735 -0.027398383 0.05782879 -0.026215697 0.097488716 0.15433277 -0.07155834 -0.010788406 0.10453388 -0.020554686 0.0039034751 -0.23305042 -0.025217578 0.056144983 0.10200054 -0.08666475 0.2843071 -0.11069177 -0.006152092 0.065841034 0.12333113 0.051181678 -0.029118499 -0.21453598 0.1622738 0.016659012 -0.12636939 -0.0767498 -0.07531162 0.093224816 -0.10165831 -0.083843246 -0.09583607 -0.044596765 -0.12217659 -0.083779834 0.15903269 0.015087197 -0.13869382 0.07314273 0.19742878 -0.003955198 -0.048626103 0.050730687 0.20828803 0.07700478 -0.08679983 -0.01945962 -0.019187262 -0.014225046 0.016700303 -0.06745964 0.17749603 -0.10024235 -0.015034767 0.11998182 0.015776007 -0.09891251 -0.050497096 -0.1625794 0.018599879 0.015592145 -0.033559043 0.07792627 -0.054622173 0.07120273 0.1212816 -0.0057411 0.00224453 0.1872785 -0.0023722865 0.09246617 0.058160987 0.028710596 0.2023459 0.17172658 0.06643054 0.0714496 0.011435636 -0.05566983 0.065317124 -0.07023827 -0.11100907 0.034993123 -0.028435742 -0.047892064 0.06532099 0.0118146995 -0.0525566 -0.07080439 0.024689075 0.0046200277 0.0016496624 -0.078092456 0.04487552 -0.12999123 0.11011597 0.12706372"
"0","新潟女児殺害、小林被告に死刑求刑 「まれにみる非道な犯行」
https://t.co/VMdjY1otbl","-0.13410021 -0.25730994 0.054584824 -0.025184033 0.053584415 -0.023763083 0.097020656 0.15710838 -0.07180526 -0.00392768 0.10432769 -0.018842386 0.0019309832 -0.23741953 -0.018506952 0.047900137 0.094270356 -0.09299173 0.28374094 -0.10749568 -0.007983915 0.06613249 0.11903821 0.049302176 -0.027404817 -0.21632057 0.16326423 0.016740076 -0.12942205 -0.08482946 -0.07882547 0.090907216 -0.09414482 -0.08798561 -0.10048351 -0.046148974 -0.117902234 -0.088587575 0.15969566 0.011123375 -0.13826764 0.07877964 0.20143244 -0.0064067505 -0.04761638 0.04560229 0.20463201 0.07883961 -0.08909735 -0.022793982 -0.020621825 -0.013991263 0.025945893 -0.06419147 0.17990524 -0.100032985 -0.017410176 0.12470098 0.014330676 -0.10281319 -0.053359296 -0.16014673 0.009152936 0.015506956 -0.025852488 0.07557491 -0.051052243 0.07068229 0.118147805 -0.0065557454 0.007857188 0.1903971 -0.0028394214 0.087057814 0.06364555 0.026229084 0.20231417 0.16586606 0.072318874 0.07830399 0.010051893 -0.056225877 0.060854197 -0.061696757 -0.10676189 0.03683964 -0.025481742 -0.048108157 0.06719948 0.015362814 -0.0472529 -0.06829239 0.024898091 -0.0016308543 -0.0030909867 -0.081339404 0.05105899 -0.12912749 0.11203979 0.12560697"
"1","＞ＲＴ
私は死刑制度存置派だけど、第三者である一般人の処罰感情に流されることを回避するために、弁護人が死刑にすべきでない理由を客観的な証拠に基づいて展開する現行の裁判制度は健全な国家のあり方だと考えます。
現在の死刑の求刑・判決基準が妥当かについては議論の余地はありますが。","-0.14633378 -0.25373298 0.053806752 -0.02837821 0.059581477 -0.027532026 0.09855279 0.15394379 -0.07153298 -0.01309037 0.104480885 -0.020651637 0.0052627022 -0.23104377 -0.027635802 0.058787197 0.10524337 -0.08434174 0.28480354 -0.11156819 -0.0052357772 0.06602352 0.12428229 0.052131798 -0.029595193 -0.21296275 0.161808 0.016206905 -0.12578762 -0.07316402 -0.074587554 0.09377866 -0.10462435 -0.08209976 -0.09359908 -0.043622773 -0.12290141 -0.08219787 0.1591944 0.016821818 -0.13915628 0.07071861 0.19653107 -0.0028014253 -0.049307376 0.052127533 0.20910376 0.0750033 -0.08560545 -0.017926635 -0.01809081 -0.014362655 0.013593443 -0.068909325 0.17681217 -0.10037019 -0.013182119 0.117577784 0.01597868 -0.09887404 -0.0498061 -0.16306199 0.021887632 0.015546923 -0.035454143 0.07879474 -0.0556411 0.07147882 0.122584775 -0.005351066 0.000751898 0.1861081 -0.002344335 0.095145196 0.056156896 0.02973378 0.20227124 0.17388915 0.06372739 0.0684928 0.01199499 -0.055267673 0.066965126 -0.07313027 -0.11299081 0.034390707 -0.029538296 -0.04747288 0.064322636 0.01046246 -0.054698568 -0.07232491 0.024952339 0.006565924 0.0025985911 -0.07670593 0.04267582 -0.13087049 0.10913126 0.12672357"
"1","死刑求刑は当然だわなぁ。","-0.14201574 -0.25551495 0.054171413 -0.026407098 0.056508504 -0.025226753 0.09845798 0.1552384 -0.07265602 -0.009364475 0.1047878 -0.020281514 0.0048672045 -0.23391414 -0.023991669 0.054642465 0.101948015 -0.08771779 0.28402185 -0.10983134 -0.0056931586 0.067008086 0.12306209 0.052196253 -0.029251058 -0.21358472 0.16264427 0.016601438 -0.12686275 -0.077544406 -0.07749206 0.093314365 -0.10046471 -0.08483355 -0.09650473 -0.044656843 -0.122052535 -0.0853958 0.15874274 0.014137711 -0.1381837 0.07413455 0.19909473 -0.005399571 -0.047970027 0.05011337 0.20813072 0.07543437 -0.087122224 -0.018220512 -0.018438522 -0.015261681 0.018389732 -0.06714263 0.1777349 -0.10008139 -0.0141877085 0.119975954 0.014940595 -0.10054904 -0.05004267 -0.1618463 0.018010307 0.0155038545 -0.033581 0.07740829 -0.053225387 0.07205343 0.1203263 -0.0058152736 0.0038602187 0.18761042 -0.0028668516 0.09109105 0.05775192 0.027074283 0.20144463 0.17174698 0.06631056 0.07157562 0.011539256 -0.056959428 0.06487406 -0.06913249 -0.11097819 0.03532539 -0.027640738 -0.04704778 0.06509199 0.011791412 -0.05142671 -0.07062813 0.025391072 0.003532014 0.000160566 -0.07868262 0.045797244 -0.1308043 0.10935944 0.12578014"
"0","死刑求刑で色んな意見があるけど、廃止なら死刑に変わる刑ってどんなものかいいのかな？
前に刑を終えて刑務所を出て、直ぐにまた殺人を犯した人が居て、生活に困って再び刑務所に入りたいから
が理由だったようだし","-0.14599565 -0.2538634 0.05395754 -0.02857496 0.058970053 -0.027184715 0.09904983 0.15350111 -0.07119508 -0.012935554 0.1044207 -0.020268159 0.005186689 -0.231654 -0.027751535 0.059272587 0.1048912 -0.08441137 0.28488046 -0.11110231 -0.0048633274 0.06578551 0.124477744 0.05228296 -0.029597314 -0.213493 0.16154759 0.016183328 -0.12513506 -0.07351511 -0.07481819 0.09427548 -0.10458377 -0.08227775 -0.09437201 -0.04309295 -0.12303413 -0.082392424 0.15967196 0.01626095 -0.13855554 0.071677364 0.19689158 -0.0034951107 -0.049234554 0.05154931 0.20897707 0.07513638 -0.08529823 -0.018652996 -0.018003818 -0.0145236235 0.013468435 -0.068268016 0.17654362 -0.100485265 -0.013334729 0.11792079 0.015106549 -0.09951899 -0.049659766 -0.16291279 0.02110319 0.016010964 -0.035836123 0.079110906 -0.055479225 0.0719027 0.12176379 -0.0052877017 0.00077019894 0.18612352 -0.0025514178 0.09521713 0.056869395 0.02959602 0.2020801 0.17352384 0.06442195 0.068281 0.0119971465 -0.05577796 0.06687796 -0.07308325 -0.11263815 0.03472719 -0.029104041 -0.04712641 0.0644094 0.010439101 -0.05481397 -0.07218638 0.024442274 0.0068481853 0.0026126897 -0.07675368 0.042528775 -0.13040775 0.10883256 0.12662047"
"0","新潟女児殺害の被告に死刑求刑
#新潟女児殺害
https://t.co/c6DGvsnJjN","-0.1362478 -0.25673485 0.05486749 -0.0250774 0.052873746 -0.024008445 0.096909605 0.15593176 -0.07148003 -0.005465815 0.1043005 -0.019028198 0.002214941 -0.23701578 -0.019743258 0.049195528 0.0952486 -0.09115379 0.28435788 -0.10883389 -0.0081368545 0.06537581 0.121404 0.050505664 -0.027594516 -0.21548654 0.1638595 0.016837317 -0.1286066 -0.08375951 -0.078233056 0.09072657 -0.09567748 -0.08707427 -0.100035176 -0.046317123 -0.11879171 -0.08817679 0.15959045 0.011696716 -0.13772514 0.07808352 0.20025052 -0.005873307 -0.047893263 0.04721824 0.20533358 0.07833621 -0.08787297 -0.022104751 -0.019523328 -0.013035981 0.024500309 -0.065575056 0.17952888 -0.099753596 -0.017047903 0.12359937 0.015223404 -0.101592526 -0.051871583 -0.16115645 0.01013041 0.015582106 -0.028301377 0.07562336 -0.051340993 0.069804534 0.11858641 -0.007675141 0.0064816796 0.18974133 -0.0030070676 0.0870427 0.06357018 0.026991988 0.20194222 0.16671716 0.071380384 0.07825228 0.010226652 -0.05590005 0.0608783 -0.06370314 -0.1080459 0.036682636 -0.025706152 -0.04818133 0.06556138 0.014921992 -0.048215974 -0.06893425 0.024377644 -0.0005254002 -0.0021405574 -0.08212003 0.048832987 -0.12988655 0.112425275 0.12623748"
"0","新潟女児殺害　被告に死刑求刑 https://t.co/RA8oAR3Rgv  #裁判員裁判 #新潟市西区 #新潟県新潟市 #今日のニュース","-0.14073463 -0.25538236 0.055228587 -0.027299926 0.05544089 -0.02489463 0.097001925 0.15551154 -0.07160133 -0.008439859 0.103666075 -0.019840673 0.0020957894 -0.23502846 -0.02293694 0.05360701 0.099123046 -0.087956265 0.2844421 -0.1096743 -0.0073120445 0.0657009 0.12240261 0.051315904 -0.028923536 -0.21414629 0.16283059 0.017727843 -0.12757057 -0.07895512 -0.07657384 0.091482915 -0.09813456 -0.08554319 -0.09743726 -0.04547999 -0.120634325 -0.08514883 0.15955806 0.0139102535 -0.13913395 0.07523758 0.19888993 -0.005033677 -0.04762903 0.048716456 0.20715839 0.0774201 -0.08768249 -0.02094538 -0.01971863 -0.013998568 0.020608846 -0.06806159 0.17803234 -0.09963297 -0.016663473 0.1219976 0.015890086 -0.09920775 -0.051754907 -0.16274726 0.014922422 0.015059237 -0.031218514 0.07730606 -0.053346988 0.0710548 0.11946019 -0.0068902653 0.0037728942 0.18853219 -0.0016342946 0.09054977 0.060260303 0.027448842 0.20226471 0.16905156 0.069465935 0.07495657 0.011295486 -0.054722235 0.06331436 -0.067117475 -0.11024898 0.035781693 -0.027589278 -0.048418067 0.06459851 0.013736126 -0.05107353 -0.06961826 0.024985762 0.0023691969 -0.00022454641 -0.08012494 0.045609735 -0.13015778 0.111856185 0.1263555"
"0","新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」（朝日新聞デジタル） - Yahoo!ニュース https://t.co/LY5BB8xkou","-0.13294551 -0.25801823 0.054797795 -0.024370555 0.053325735 -0.0236168 0.09761132 0.15729256 -0.07191913 -0.0030079344 0.10383054 -0.019105632 0.0017545337 -0.23739786 -0.017932996 0.046571247 0.093883336 -0.09391909 0.2834565 -0.10658225 -0.0077113775 0.06586298 0.11867136 0.04878963 -0.02698309 -0.21689922 0.16306359 0.016374037 -0.12971945 -0.08599615 -0.079050705 0.090963416 -0.09249504 -0.088322945 -0.10152411 -0.046567023 -0.11707343 -0.08913827 0.15894337 0.010175338 -0.13873495 0.079906054 0.20141466 -0.006376737 -0.047274034 0.044734355 0.20463382 0.07906465 -0.08938364 -0.022800084 -0.02090974 -0.0141976895 0.026626615 -0.06400984 0.18061325 -0.10024438 -0.017898887 0.12572981 0.013673819 -0.102635466 -0.05443931 -0.15949965 0.008783666 0.0154726645 -0.024743922 0.075726 -0.05019484 0.07081627 0.11802256 -0.006842993 0.008466701 0.1902958 -0.0028319973 0.08644266 0.06448615 0.026024874 0.20247129 0.16591369 0.07280731 0.07779376 0.009817353 -0.056133997 0.060257904 -0.060695697 -0.10644257 0.037279703 -0.025214916 -0.048455916 0.068338916 0.015457618 -0.046639096 -0.067891106 0.025417969 -0.0021828145 -0.003309315 -0.08191913 0.052010737 -0.1285832 0.111995324 0.12503251"
"0","今トレンドに上がってる「死刑求刑」というワード、すぐにグロ画像出てくるのでトレンドワード見ないことをオススメします。","-0.14708845 -0.253241 0.053659223 -0.028067177 0.0607899 -0.027525783 0.098104894 0.15370557 -0.071822 -0.013437642 0.10432906 -0.020660173 0.0052970108 -0.23047505 -0.02838677 0.060144454 0.10524273 -0.08410873 0.28447965 -0.11108454 -0.0047385907 0.06608154 0.12502955 0.05189075 -0.030309008 -0.21304397 0.1613507 0.015810851 -0.12498388 -0.072353 -0.07442084 0.0937788 -0.10513098 -0.08210251 -0.092855364 -0.04278243 -0.12406746 -0.08155484 0.15944281 0.016337074 -0.1389266 0.07082504 0.19673508 -0.0030968757 -0.049198333 0.053400524 0.20963366 0.07493472 -0.08609185 -0.017808396 -0.018718243 -0.014857227 0.012695046 -0.0679662 0.17580293 -0.10123766 -0.013353097 0.11742784 0.015124807 -0.09876017 -0.049313508 -0.16280168 0.022685282 0.015440051 -0.036673374 0.0789327 -0.0570949 0.071684614 0.12303792 -0.004208058 0.00028768842 0.18575667 -0.0024457087 0.09548721 0.05581625 0.031090181 0.20273964 0.17432202 0.0633328 0.06730682 0.011529242 -0.05533164 0.0672192 -0.073566884 -0.11319438 0.033869535 -0.02975769 -0.04724597 0.06496092 0.01004085 -0.055292774 -0.07232484 0.023906464 0.006757622 0.003704903 -0.07560067 0.04272278 -0.1309817 0.10901568 0.12694257"
"0","もうすぐ半年ニートなので死刑求刑してください","-0.14392002 -0.25399017 0.05392153 -0.027599739 0.057923306 -0.02694797 0.099194065 0.15465829 -0.07166334 -0.010908009 0.10463639 -0.020360095 0.0045485413 -0.23246337 -0.026133627 0.056317836 0.10341058 -0.08610733 0.28348473 -0.110344596 -0.0058790557 0.066370025 0.12415882 0.051351022 -0.029960353 -0.21329713 0.16263917 0.015579941 -0.12600273 -0.07551796 -0.075691134 0.09286667 -0.10301302 -0.08323279 -0.09506719 -0.043867588 -0.12257108 -0.08312827 0.15900125 0.015305374 -0.13889767 0.072398484 0.19791542 -0.003968908 -0.04897659 0.05166006 0.20830941 0.074875824 -0.08628242 -0.018198414 -0.018110054 -0.014725366 0.015649823 -0.06826612 0.17762393 -0.10063898 -0.014152017 0.118449226 0.015219029 -0.100765094 -0.050374623 -0.16305046 0.019053483 0.01507201 -0.035023753 0.07726519 -0.055483088 0.07162898 0.122273535 -0.004695468 0.002845398 0.1872976 -0.0031746752 0.09332516 0.0572717 0.029038547 0.20247625 0.17225084 0.06501363 0.07016286 0.011542877 -0.055423506 0.06573246 -0.07119269 -0.11249234 0.035158586 -0.02844767 -0.04732733 0.06389721 0.010187461 -0.053637713 -0.07129534 0.024852056 0.0049412255 0.001376735 -0.07762421 0.04460639 -0.13070334 0.10962977 0.12662621"
"0","求刑通り死刑かな
内容は悪逆非道だけど年齢も年齢だからどうなるか...

終身刑でも税金無駄遣いして欲しくない","-0.14465989 -0.25480154 0.053898953 -0.028210184 0.058282234 -0.027413286 0.09786835 0.15401244 -0.07187379 -0.010597364 0.10476464 -0.020024914 0.004779088 -0.23211025 -0.02610047 0.05713084 0.10344566 -0.08555457 0.28436545 -0.110735394 -0.0050512706 0.06600029 0.123068236 0.05164077 -0.029417826 -0.2131417 0.16153146 0.015931517 -0.1258672 -0.07483234 -0.07528543 0.093978345 -0.10324216 -0.08321228 -0.09407508 -0.044210374 -0.122542396 -0.08293392 0.15911017 0.015815007 -0.13916296 0.0718561 0.19735141 -0.002741966 -0.04885177 0.051166058 0.20860049 0.0752829 -0.086593814 -0.018862266 -0.018952057 -0.0148059465 0.015428961 -0.06826959 0.17708631 -0.1006857 -0.014305302 0.118538134 0.015492789 -0.09994464 -0.050261725 -0.16264607 0.019744925 0.0151575245 -0.034945887 0.07849456 -0.05498772 0.070988744 0.12206285 -0.005597586 0.0017437235 0.18694387 -0.0028544809 0.09434857 0.057510555 0.02935202 0.20183328 0.17329468 0.064534456 0.069431014 0.01148501 -0.055671487 0.06584876 -0.07193158 -0.11265874 0.03455204 -0.029027218 -0.04766262 0.06469476 0.010868792 -0.053673744 -0.07208625 0.025185544 0.0053575477 0.002021397 -0.0774515 0.044149365 -0.13080117 0.10994806 0.12670264"
"0","死刑求刑何事かと思ったら新潟であったやつか… 本当に地元の地元で起きた事件だったから他人事とは思えない","-0.14475484 -0.2551091 0.053519532 -0.028480465 0.058602497 -0.027093068 0.09832707 0.15406822 -0.07120255 -0.012003706 0.104317985 -0.020662166 0.004845471 -0.23162834 -0.026000617 0.05690649 0.102982566 -0.08508018 0.2851686 -0.111010365 -0.0053817807 0.06595725 0.12382081 0.05181462 -0.029597275 -0.21357301 0.16156656 0.015956607 -0.12602426 -0.074263826 -0.07426171 0.09336895 -0.103405364 -0.084011145 -0.094778396 -0.043924674 -0.12304729 -0.08370344 0.15917866 0.015835091 -0.13836987 0.07215918 0.19826113 -0.003678601 -0.048727978 0.05172713 0.20836604 0.07554213 -0.08626279 -0.01878435 -0.018442735 -0.014526153 0.014974349 -0.06861104 0.17690358 -0.10121057 -0.013477736 0.11864855 0.015381029 -0.099245176 -0.050171286 -0.16244277 0.019917058 0.015409395 -0.034713674 0.078712896 -0.054802507 0.07202751 0.12149459 -0.0063228635 0.0022254796 0.18670125 -0.0015267484 0.094331615 0.05735846 0.028990095 0.20168875 0.17209184 0.06545363 0.06954238 0.011509592 -0.05559344 0.06546301 -0.071504116 -0.11187099 0.03460422 -0.028975127 -0.04733505 0.0649665 0.0107966885 -0.053281486 -0.0717098 0.024019182 0.0051671416 0.002325704 -0.07750699 0.04380783 -0.13111442 0.11028163 0.12639228"
"0","「ほんだしけぇ休憩」には「死刑求刑」が含まれている。","-0.1442175 -0.2537739 0.05355133 -0.028012412 0.058248673 -0.026408534 0.09923222 0.1549965 -0.07161024 -0.010554093 0.10381629 -0.020157924 0.0052154716 -0.23191267 -0.02719239 0.05656455 0.104035586 -0.08612673 0.28387627 -0.11122689 -0.0056017665 0.066417724 0.12334074 0.05195579 -0.029632945 -0.21320382 0.16154638 0.016208109 -0.12643352 -0.075050086 -0.07546012 0.0939315 -0.10263033 -0.08348695 -0.09515557 -0.043846037 -0.12205617 -0.08383721 0.15956248 0.016265802 -0.13881612 0.07225424 0.19769168 -0.004270484 -0.049265165 0.051525146 0.2085685 0.075959235 -0.08530685 -0.018115567 -0.018399453 -0.014747388 0.0153728165 -0.06798963 0.17796554 -0.10046613 -0.013918424 0.11873807 0.015831737 -0.100395024 -0.049363397 -0.1626434 0.020072332 0.014541955 -0.034743465 0.077803195 -0.05408096 0.07174364 0.121532924 -0.0060771615 0.0019455536 0.18627118 -0.0019948697 0.09362829 0.05698201 0.028614454 0.20222029 0.1735439 0.06458037 0.07085682 0.012215226 -0.055126917 0.066603966 -0.07250386 -0.112817846 0.03489235 -0.02892973 -0.047653645 0.06464601 0.010529063 -0.053397506 -0.07216804 0.024825096 0.005396932 0.0010275979 -0.07732869 0.043678846 -0.13021341 0.109559305 0.12644996"
"0","死刑求刑で命は大切だから死刑はとか言う人もいるが死んでもいい奴なんかいっぱいいると思うが。","-0.1455351 -0.2538007 0.053770203 -0.027867863 0.05930737 -0.027208462 0.09836396 0.15421616 -0.07175172 -0.012356616 0.10436795 -0.020839669 0.005337401 -0.23103787 -0.027925106 0.05878005 0.10467571 -0.08455578 0.28485137 -0.11134209 -0.005417536 0.065912165 0.12437256 0.05174612 -0.030064663 -0.2134256 0.1620214 0.016494134 -0.12571952 -0.07377723 -0.07446951 0.09382699 -0.10381745 -0.08284125 -0.09428248 -0.04331538 -0.12301264 -0.082598716 0.15948744 0.016808635 -0.13858736 0.071436845 0.19728996 -0.003377139 -0.049560644 0.052068245 0.20877744 0.075002775 -0.08498074 -0.018130843 -0.01814579 -0.014848027 0.013515895 -0.068561785 0.17757073 -0.10062809 -0.013412598 0.11798388 0.015538392 -0.099094994 -0.049554396 -0.16236262 0.021861639 0.0151860975 -0.035953254 0.07903586 -0.055318434 0.07163078 0.12226311 -0.0057048746 0.0005914834 0.18617795 -0.0025489603 0.094921604 0.056493174 0.029831378 0.20243083 0.17367657 0.063786715 0.06846948 0.01202316 -0.055823322 0.0663935 -0.07280377 -0.11267339 0.034019683 -0.029458625 -0.047777396 0.0642008 0.010854355 -0.05441531 -0.07251953 0.02505184 0.006451781 0.0025926968 -0.07703304 0.042444326 -0.12996398 0.109171346 0.12631807"
"0","=͟͟͞͞(꒪⌓꒪*)
死刑求刑

日本のトレンド、、

=͟͟͞͞(꒪⌓꒪*) https://t.co/7VHTWWq1v0","-0.14393492 -0.25412327 0.05338954 -0.027380144 0.059067495 -0.026419211 0.09843476 0.15395358 -0.071992226 -0.010633222 0.10428439 -0.020357965 0.0038472502 -0.23199847 -0.025972428 0.056816377 0.10245198 -0.08687444 0.28470436 -0.10965215 -0.005574826 0.06696189 0.12397751 0.052400794 -0.029982481 -0.21374793 0.16266657 0.016806453 -0.1264064 -0.074818745 -0.07570877 0.09268295 -0.10291879 -0.08300716 -0.09491838 -0.043259256 -0.12218434 -0.08378616 0.15843931 0.015454194 -0.13802598 0.07235656 0.19812292 -0.0044634077 -0.048158564 0.051763296 0.20852491 0.07555028 -0.08656354 -0.018451218 -0.018534336 -0.014351704 0.01682587 -0.066735975 0.17702991 -0.10115738 -0.014455779 0.11881385 0.014336226 -0.10067151 -0.049541824 -0.16287823 0.020284798 0.01543889 -0.035015 0.07761124 -0.054564755 0.070935585 0.12205507 -0.005288359 0.0020672816 0.18666047 -0.0035022236 0.09388672 0.058294807 0.029327298 0.20281416 0.17257492 0.06559093 0.070683025 0.011163746 -0.05623785 0.06591908 -0.072431915 -0.11267731 0.03428344 -0.028097939 -0.04724424 0.06474587 0.011262258 -0.052831057 -0.071464 0.02510164 0.005019427 0.001402927 -0.07784876 0.043795895 -0.12973288 0.10951872 0.12665597"
"0","新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」：朝日新聞デジタル https://t.co/uv1k88Th9J","-0.13207762 -0.2581998 0.054739855 -0.024265401 0.052937187 -0.023346988 0.0977949 0.15749145 -0.07195094 -0.0021692312 0.10390246 -0.018989187 0.0016637436 -0.23760152 -0.0172352 0.045694802 0.092931494 -0.09436857 0.28348994 -0.10611499 -0.00788845 0.066058144 0.11828572 0.04865933 -0.026838133 -0.21715412 0.16295037 0.016447084 -0.13021232 -0.086892694 -0.07951079 0.090667486 -0.09192294 -0.08875921 -0.10171771 -0.046737332 -0.11694371 -0.08961714 0.15903386 0.009693221 -0.1388679 0.08046545 0.20181373 -0.0068399184 -0.047357675 0.04440669 0.20422043 0.07931983 -0.08936125 -0.02329858 -0.021063058 -0.013987511 0.027570661 -0.0636913 0.18067394 -0.10036323 -0.018113619 0.12604429 0.013609447 -0.10307555 -0.054747302 -0.15919988 0.007932315 0.01569852 -0.024072476 0.07537641 -0.049982212 0.07087747 0.11764778 -0.006870409 0.009079669 0.1906087 -0.003003313 0.08583769 0.06502321 0.02591939 0.20221625 0.16526018 0.073305294 0.07853845 0.009553275 -0.05618156 0.05963303 -0.05979544 -0.106054954 0.037224803 -0.02514438 -0.04825834 0.06847785 0.015832579 -0.046271123 -0.06769909 0.025399428 -0.0027998146 -0.003862007 -0.081991725 0.052616045 -0.12863763 0.11201384 0.12503484"
"1","RT @AnnaHonjyou: 昨年５月７日
下校中の女児の背後から軽乗用車を衝突させて連れ去り
わいせつな行為をした後、首を絞めて殺害。
同日夜、女児の遺体をＪＲ越後線の線路上に遺棄し
列車にはねさせた。

極悪非道・死刑求刑でも足りないと思う。

＃死刑求刑 ＃新潟女児殺…","-0.1451802 -0.25439343 0.053290408 -0.02783734 0.05781198 -0.02627904 0.098197296 0.15400098 -0.07152146 -0.011380903 0.10467979 -0.020258114 0.004971569 -0.23237427 -0.026558094 0.056676302 0.10360907 -0.08562887 0.28475505 -0.11093851 -0.0055607576 0.06536257 0.12356169 0.05126947 -0.02880839 -0.21344757 0.1622374 0.015652705 -0.1255395 -0.07550016 -0.075588785 0.093656994 -0.10268436 -0.082838215 -0.09519354 -0.043730166 -0.12185342 -0.0834177 0.15902059 0.015660541 -0.13903035 0.07214258 0.19691569 -0.0032533093 -0.048539195 0.051562056 0.20901217 0.0762312 -0.08561461 -0.018733291 -0.018416036 -0.014144414 0.015426595 -0.06867467 0.17738914 -0.09975314 -0.014163304 0.11935778 0.016727833 -0.09934781 -0.050436027 -0.16292328 0.019302849 0.015195672 -0.034065716 0.07795712 -0.05584214 0.07108159 0.12184049 -0.0057107233 0.0014427113 0.18646283 -0.0024914437 0.09337416 0.057832204 0.029204262 0.20222107 0.17255223 0.06575036 0.07018274 0.011188841 -0.05519507 0.06539722 -0.07212111 -0.11243053 0.034830373 -0.029099578 -0.04797729 0.06453619 0.011241732 -0.05350689 -0.071910955 0.025072513 0.005425299 0.0014004229 -0.077875346 0.04330511 -0.13055108 0.11011964 0.12653422"
"0","死刑求刑でグロ画像流した奴とか罪に出来ないものか","-0.14574349 -0.2542093 0.05345166 -0.028426813 0.05991332 -0.027733702 0.098602645 0.15385108 -0.07197203 -0.012991067 0.10401292 -0.020693745 0.0055854493 -0.23043458 -0.027918262 0.05907394 0.10543089 -0.08473095 0.28441375 -0.110578656 -0.004468861 0.066537 0.12461094 0.05187255 -0.030453024 -0.21282214 0.16185737 0.015898854 -0.1255993 -0.07330862 -0.07466615 0.093950056 -0.1042299 -0.082593046 -0.093804024 -0.042996995 -0.12376092 -0.0820715 0.15959708 0.016069954 -0.13884707 0.07114543 0.19726285 -0.003710627 -0.049072523 0.052845366 0.20925479 0.075178556 -0.086480096 -0.017977107 -0.018828826 -0.015313882 0.013737688 -0.0679319 0.176401 -0.10063583 -0.013874395 0.1174623 0.015517805 -0.09895565 -0.049814347 -0.16275392 0.021607837 0.015245676 -0.036253247 0.07920761 -0.056339525 0.071959406 0.122726 -0.0046194126 0.00069013337 0.18643744 -0.0023898655 0.0946299 0.05661327 0.0301987 0.20184697 0.17344153 0.063899264 0.06870021 0.011628615 -0.055395532 0.0671089 -0.072985604 -0.11259124 0.033672888 -0.029982032 -0.046996918 0.065283515 0.010069868 -0.05365899 -0.07177997 0.024218058 0.0061272057 0.0033362857 -0.076227255 0.043180987 -0.13054785 0.10883829 0.1274123"
"1","親御さんの気持ちを考えたら…同じ親としては死刑求刑でも心は充足されないよ…

新潟女児殺害事件 母親「娘は何度も何度も被告に殺された」 #ldnews https://t.co/8s0AqOhsjG","-0.14604905 -0.2534273 0.05330807 -0.02857697 0.05925379 -0.027046137 0.09828567 0.1542 -0.071259126 -0.013488269 0.104509324 -0.0202864 0.00573392 -0.23107375 -0.02846684 0.058251202 0.105949335 -0.08431635 0.28463084 -0.11185932 -0.004943891 0.06555107 0.124425046 0.052276388 -0.030324567 -0.21260133 0.16156119 0.016033601 -0.12499389 -0.07329487 -0.07506032 0.09420888 -0.104923576 -0.082286514 -0.093749344 -0.044108566 -0.12292229 -0.08280064 0.1593982 0.01645659 -0.13872747 0.07087506 0.19676104 -0.0025389928 -0.0493572 0.0529706 0.2092719 0.075386286 -0.08500165 -0.018966226 -0.01793329 -0.015254455 0.013372261 -0.06917367 0.17716776 -0.10014325 -0.0132944975 0.11769059 0.015909692 -0.098902285 -0.049733795 -0.16295435 0.022120846 0.015832674 -0.035310376 0.078628495 -0.055707674 0.07151055 0.1223478 -0.005815294 -1.2525498e-05 0.18570162 -0.0025628454 0.09572253 0.056729723 0.029982632 0.20206237 0.17434393 0.06451054 0.068749726 0.012322281 -0.054579798 0.06686369 -0.07318593 -0.11272982 0.0350454 -0.029336011 -0.048003856 0.06390053 0.010069083 -0.05520866 -0.07278793 0.025119815 0.0070853396 0.0023917686 -0.076260045 0.042419787 -0.13065277 0.10924619 0.1258987"
