label,text,wakati_text
1.0,グレタさんのこと寄って集ってイジメなくてもよくないか？悪事を働いたわけでもあるまいし。という感想。,グレタ さん こと イジメ ない よい ない 悪事 働く ある いう 感想
1.0,"⚡️ ""グレタさん「帰りは超満員列車」 ドイツ鉄道が応酬""
https://t.co/FE6nFHDA00
（まだあんな歳なのにを担ぎ出してきて・・・）
周りの大人はよくもグレタをここまで育ててくれた！！
偏見の塊の人間を育ててなんとするか！！",グレタ さん 帰り 満員 列車 ドイツ 鉄道 応酬 歳 担ぎ出す くる 周り 大人 グレタ 育てる くれる 偏見 塊 人間 育てる する
-1.0,RT @willyoes: グレタさんは名前は売れたが、我田引水な感じの論理展開が多くてネタみたいになってるので今後ノーベル賞取れることもないだろうし、社会的影響力もピーク過ぎただろうね。あれだけ名前が売れれば一生生活に困る事はないだろうけど。,グレタ さん 名前 売れる 我田引水 感じ 論理 展開 多い ネタ なる る 今後 ノーベル 賞 取れる こと ない 社会 的だ 影響 力 ピーク 過ぎる 名前 売れる 一生 生活 困る 事 ない
-1.0,"普通に「飛行機より環境に優しいので電車使いました、ファーストクラス快適でした、みんな乗ればいいのに」って言えば何のブレもなかったのに。

グレタさん「帰りの列車は超満員」 ドイツ鉄道が応酬  https://t.co/EWJz96hIFG",普通だ 飛行機 環境 優しい 電車 使う ます ファースト クラス 快適だ 乗る いい 言う ブレ ない グレタ さん 帰り 列車 満員 ドイツ 鉄道 応酬
1.0,グレタさん問題、大人vs少女の構図で間違ってないと思う。先の短い大人と何十年もある子供とで、環境問題に対する重みが違うのは当然。,グレタ さん 問題 大人 少女 構図 間違う ない 思う 先 短い 大人 何十 年 ある 子供 環境 問題 対する 重い み 違う の 当然だ
-1.0,"所詮はバックにいる大人のお人形ですよね？

ドイツ鉄道、グレタさんにツイッターで応酬　「混雑し過ぎ」と形容され（https://t.co/VjFzbl05Rp） https://t.co/5Eg4wUjd5D",バック いる 大人 人形 ドイツ 鉄道 グレタ さん ツイッター 応酬 混雑 する 過ぎる 形容 する れる （）
-1.0,"なんだわけわかんないな、このグレタさん。
なにを信じたらいいの？
まあもういーや。",わかんない グレタ さん なに 信じる いい
-1.0,"この女の子嫌い。
言ってることは立派なんだとは思うけど。。。

グレタさん「帰りの列車は超満員」  ドイツ鉄道とツイッターで小競り合い https://t.co/pv1lXJUBXB @afpbbcomから",女の子 嫌いだ 言う る こと 立派だ 思う グレタ さん 帰り 列車 満員 ドイツ 鉄道 ツイッター 小競り合い
-1.0,"歩いて帰れ。
活動家の類に総じてまともな奴がいない。

ドイツ鉄道 グレタさんに皮肉 https://t.co/8rZ8sWlPog",歩く 帰る 活動 家 類 まともだ 奴 いる ない ドイツ 鉄道 グレタ さん 皮肉だ
-1.0,グレタさんって中国にはなんも言ってないの？,グレタ さん 中国 なん 言う ない
1.0,"RT @hndnbrug: グレタさんのことを薄っぺらい理由で叩いてる人が沢山いるね。

不思議だなぁって思ってたけど、わたしSS偏差値１９３３だから、世の中のほとんどの人はわたしよりアーリアができないわけで、世の中のほとんどの人がわたしよりも NSDAPが浅はかなのは当然か〜…",グレタ さん こと 薄っぺらだ いる 理由 叩く る 人 いる 不思議だ 思う る わたし 偏差値 １９３３ 世の中 人 わたし アーリア できる ない 世の中 人 わたし 浅はかだ の 当然だ
-1.0,"超満員と言う文字見て
日本の超満員電車を想像して写真見たらなんかかっこよく撮られてた←

満員電車乗ったことないのかな。
とりあえず荷物多っ！
これを持ち歩くスタッフ何人いたのかの方が気になる。

「グレタさん「帰りの列車は超満員」 ドイツ鉄道が応酬」  https://t.co/2SQDQg7ejG",満員 言う 文字 見る 日本 満員 電車 想像 する 写真 見る かっこよい 撮る れる たい 満員 電車 乗る こと ない 荷物 多い う 持ち歩く スタッフ 何 人 いる 方 気 なる グレタ さん 帰り 列車 満員 ドイツ 鉄道 応酬
-1.0,@Shin_kurose グレタさん、安定の支離滅裂だね。,グレタ さん 安定 支離滅裂だ
-1.0,RT @TakeiZeppelin: @Shin_kurose グレタさんに反発してるのではなくない彼女を利用使用とする貴方のような大人に反発しているのです,グレタ さん 反発 する る ない ない 彼女 利用 使用 する 貴方 大人 反発 する いる
1.0,"@okometabesugita ギャップ萌えですね(笑)

自分がグレタさんの親であれば誰に何言われようが自分の信念を押し通せ!と言いますね。

でも正直あの般若顔で怒られたらチビります。",ギャップ 萌え ね 笑 自分 グレタ さん 親 誰 何 言う れる 自分 信念 押し通す 言う ます 般若 顔 怒る れる チビ る ます
-1.0,"RT @sirohebi_0814: 紙読んで演説する時点でだめだろうね！
子供は勉強してなさい！😅
ドイツ鉄道、グレタさんにツイッターで応酬　「混雑し過ぎ」と形容され #SmartNews  https://t.co/rJJz3vD6Mi",紙 読む 演説 する 時点 だめだ 子供 勉強 する なさる ドイツ 鉄道 グレタ さん ツイッター 応酬 混雑 する 過ぎる 形容 する れる
1.0,グレタさんの電車の床に座ってるポーズカッコエエな･･,グレタ さん 電車 床 座る る ポーズ カッコ エエだ
1.0,グレタさんは胡散臭い所もあるけど、変に持ち上げるメディアは無視して、生暖かい目で見守ればいいんじゃないのかな,グレタ さん 胡散臭い 所 ある 変だ 持つ 上げる メディア 無視 する 生暖かい 目 見守る いい ない
-1.0,今までグレタさんどうでもよく思ってたけど鉄道ネタにしはじめて少しイラっときた。日本の満員電車なんて１人あたりの出すCO2なんて限りなく0に近づくでしょ。しかもJR東日本だと自前の水力発電。平日朝の東海道線に乗ってみてほしいわ,今 グレタ さんどう よい 思う る 鉄道 ネタ する くる 日本 満員 電車 １ 人 あたり 出す 2 限りない 0 近づく する 東 日本 自前 水力 発電 平日 朝 東海道 線 乗る みる ほしい
-1.0,"目を見れば人の善悪はわかる。
『目は口ほどにものを言う』ということわざもある。
どうも、グレタさん👧
関わらないほうが良い人物のようだ。
かわいいけど😅 https://t.co/Ylof3co06v",目 見る 人 善悪 わかる 目 口 ほど もの 言う いう ことわざ ある グレタ さん わら ないほう 良い 人物 かわいい
-1.0,グレタさん一行はファーストクラスで帰ったそうだ🤔 https://t.co/PNyiPVJdK6,グレタ さん 一行 ファースト クラス 帰る そうだ
1.0,きっと グレタさん、女優なんだ。子役。,グレタ さん 女優 子役
1.0,みんなグレタさんをあんまり叩かないであげて,グレタ さん 叩く あげる
-1.0,"@Shin_kurose 茂木さんは学者で頭は良くても、物事の良し悪しを判別する力が弱いと思います。
　茂木さんが学者なら、環境問題に関しては科学的な見方から合理的にグレタの言ってる内容を分析してみた方が良いと思うます。",茂木 さん 学者 頭 良い 物事 良い 悪い 判別 する 力 弱い 思う ます 茂木 さん 学者 環境 問題 関する 科学 的だ 見方 合理 的だ グレタ 言う る 内容 分析 する みる 方 良い 思う ます
-1.0,グレタさんって苦手です。　RT,グレタ さん 苦手だ
-1.0,"この写真は絵面的にはかなりアリなので、簡単に引っかかる人はコロっといっちゃいそう。
でも裏にある主義主張や政治的意図とか活動の真意を鑑みるとかなり小賢しい左巻きらしい工作活動だよな～

 グレタさん「帰りの列車は超満員」 ドイツ鉄道が応酬: https://t.co/NLbRJzwLNt",写真 絵 面 的だ アリ 簡単だ 引っかかる 人 いう いる そうだ 裏 ある 主義 主張 政治 的だ 意図 活動 真意 鑑みる 賢い いる 左 巻く 工作 活動 なる グレタ さん 帰り 列車 満員 ドイツ 鉄道 応酬
-1.0,"グレタさんにクロちゃん的な何かを感じた()
というか実際、もうクロちゃん同様ネットのおもちゃにされてるし() https://t.co/Ogw8h8jO3x",グレタ さん クロちゃん 的だ 何 感じる いう クロちゃん 同様だ ネット おもちゃ する れる る
-1.0,グレタさんの訴える環境問題よりも、グレタさんの後ろを陣取ってる大人達問題のが気になる件について・・・,グレタ さん 訴える 環境 問題 グレタ さん 後ろ 陣取る る 大人 達 問題 気 なる 件 つく
1.0,ほら見ろ！背後に中国がいるとかいうてたやつ！グレタさんに謝れよ一護！謝れ！,見る 背後 中国 いる とかい うてる やつ グレタ さん 謝れる 一 護 謝る
-1.0,"グレタさんのTwitterの紹介文が
アンガーマネジメント(怒りを予防制御するための心理療法)に取り組んでる若者
って書いてあったから自分の問題にも真摯に向き合ってるんだな、偉いなぁって思ったら単にトランプ大統領への当てつけで全然アンガーマネジメント出来てなかった。 https://t.co/dBvdv0tSHv",グレタ さん 紹介 文 怒り 予防 制御 する ため 心理 療法 取り組む る 若者 書く ある 自分 問題 真摯だ 向き合う る 偉い 思う トランプ 大統領 当てつけ 出来る ない
1.0,@Chicken_army グレタさんは16歳で活動家ですからスゴいですわ。私なんてただのゴミムシですorz,グレタ さん 16 歳 活動 家 スゴい 私 ただの
-1.0,"ドイツ鉄道、グレタさんにツイッターで応酬　「混雑し過ぎ」と形容され（https://t.co/YJaxCyFiKD） https://t.co/t2bg9JkXbQ

*結局は先進国の子供って言う事ですね(  -。-) =3",ドイツ 鉄道 グレタ さん ツイッター 応酬 混雑 する 過ぎる 形容 する れる （） 先進 国 子供 言う 事 すねる 3
-1.0,グレタさんは朝の武蔵野線か中央線に乗って修羅を体験してもらいたい,グレタ さん 朝 武蔵野 線 中央 線 乗る 修羅 体験 する もらう たい
-1.0,RT @neckfolia_3: グレタさんは経済より環境をというが、環境問題も経済なのである。タダでは人は動かない。,グレタ さん 経済 環境 いう 環境 問題 経済 人 動く ない
-1.0,グレタさん日本のラッシュに揉まれてキレタさんになってくれ。,グレタ さん 日本 ラッシュ 揉む れる さん なる くれる
-1.0,"グレタさん「帰りの列車は超満員」 ドイツ鉄道とツイッターで小競り合い

「庶民派で三等車両で苦労している少女」を演出するためにこのような構図の写真を自らセルフプロデュースするのは、もはや大人なのでは。反対意見に「子供を虐めるな」で封殺する必要あるかな。 https://t.co/K3824DXUmG",グレタ さん 帰り 列車 満員 ドイツ 鉄道 ツイッター 小競り合い 庶民 派 三 等 車両 苦労 する いる 少女 演出 する ため 構図 写真 セルフ プロデュース する の 大人 反対 意見 子供 虐める 封殺 する 必要だ ある
1.0,"グレタさん、英語の授業のとき、あのスピーチを聞いて以来、リスペクトしていたけれど、なんであんなに叩かれてる(?)か分からないわ
何方にも加担するわけじゃないけど…
あんなこと言ってたら環境問題に口を出せる人がこの世から居なくなる",グレタ さん 英語 授業 とき スピーチ 聞く 以来 リスペクト する いる 叩く れる る 分かる ない 何 方 加担 する ない こと 言う る 環境 問題 口 出せる 人 この世 居る ない なる
-1.0,"パヨクは儲かるんだな。

グレタさん「帰りの列車は超満員」 ドイツ鉄道とツイッターで小競り合い　写真10枚　国際ニュース：AFPBB News https://t.co/rLEfjOstsF",儲かる グレタ さん 帰り 列車 満員 ドイツ 鉄道 ツイッター 小競り合い 写真 10 枚 国際 ニュース
1.0,やっぱり、グレタさんじゃなくてトゥンベリ氏と書かないとダメだなと思った。,グレタ さん ない 氏 書く ない ダメだ 思う
-1.0,舞浜駅方面へ向かう朝の京葉線にもグレタさんを乗せて差し上げたい,舞浜 駅 方面 向かう 朝 京葉 線 グレタ さん 乗せる 差し上げる たい
-1.0,"この子を見るたび、子供が政治に利用されてかわいそうとしか思わない。理屈が破綻してるのは仕方ない、知識が乏しいのだから。

グレタさん「帰りは超満員電車」 ドイツ鉄道が応酬  https://t.co/7ZaOvXbG9t",子 見る たび 子供 政治 利用 する れる かわいそうだ 思う ない 理屈 破綻 する る の 仕方ない 知識 乏しい グレタ さん 帰り 満員 電車 ドイツ 鉄道 応酬
-1.0,グレタさん朝の埼京線に池袋あたりから乗ったら死ぬんかな,グレタ さん 朝 埼京線 池袋 あたり 乗る 死ぬ
-1.0,"RT @_hopechan_: フィフィさん「弱者を矢面に立たせて、それに反論することをタブー化する、こうゆう構図って、健全な議論が成り立つとは思えない」

批判してる人はグレタさんの活動自体を批判している訳では無く、後ろに見え隠れする大人の影に向かって批判しているのだと思うよ…",フィフィ さん 弱者 矢面 立つ せる 反論 する こと タブー 化 する こうゆう 構図 健全だ 議論 成り立つ 思える ない 批判 する る 人 グレタ さん 活動 自体 批判 する いる 訳 無い 後ろ 見え隠れ する 大人 影 向かう 批判 する いる 思う
1.0,RT @pixy11616316: グレタ嬢は子どもだからいい大人が批判すんなとかツイート見て思うことあるんだけどさ、まず子ども言うても16歳やん。少し法学の話混ぜるけど、刑法で有責性を問われないのは14歳未満の子どもと心神喪失者だけであって、15過ぎると責任を問われるのよ。だ…,グレタ 嬢 子ども いい 大人 批判 する ツイート 見る 思う こと ある 子ども 言う る 16 歳 やん 法学 話 混ぜる 刑法 有 責 性 問う れる ない の 14 歳 未満 子ども 心神 喪失 者 15 過ぎる 責任 問う れる
-1.0,"@vG2AZlCr4F3hx6Y   後ろ楯があれだから、グレタさんもあれだね。
私利私欲の為に、他の真剣に温暖化問題えお考えてる人達の足を引っ張らないでほしい…",後ろ 楯 グレタ さん 私利 私欲 為 真剣だ 温暖だ 化 問題 える 考える る 人 達 足 引っ張る ほしい
-1.0,グレタさんが超満員の列車で帰ったって画像見て「何や、ガラガラやん」と思った俺は訓練された日本の企業戦士。,グレタ さん 満員 列車 帰る 画像 見る 何 ガラガラだ 思う 俺 訓練 する れる 日本 企業 戦士
1.0,"大人たちがグレタさんに、言葉に気を付けろ、的なことを言ってるのは興味深いことで。

むかつかせる言い方をする子供に、もっと私たち大人の心に波を立てないようなコミュニケーションのスキルを獲得してください、とお願いしている関係でもあるんじゃないかな。

これからいい関係性になると良いね。",大人 たち グレタ さん 言葉 気 付ける 的だ こと 言う る の 興味深い こと むかつく せる 言い 方 する 子供 私 たち 大人 心 波 立てる ない コミュニケーション スキル 獲得 する くださる 願う する いる 関係 ある ない いい 関係 性 なる 良い
-1.0,@shoetsusato ほとんどの反撃は、グレタさんの背後にあるものでは？,反撃 グレタ さん 背後 ある もの
-1.0,"ドイツ鉄道、グレタさんにツイッターで応酬　「混雑し過ぎ」と形容され https://t.co/z7lVFFr8mC #スマートニュース

さすが, #グレタ さん。
優雅に１等車ですか!",ドイツ 鉄道 グレタ さん ツイッター 応酬 混雑 する 過ぎる 形容 する れる スマートだ ニュース さす グレタ さん 優雅だ １ 等 車
-1.0,"@sharenewsjapan1 グレタさん
君が中華人民共和国に対して
CO2削減を提言したならば
進んで君を支持しよう
が 今の時点では
君は弱いものいじめの先導者としかオッチャンの目には映らない",グレタ さん 君 中華人民共和国 対する 2 削減 提言 する 進む 君 支持 する 今 時点 君 弱い もの いじめ 先導 者 オッチャン 目 映る ない
1.0,グレタさんの意見や行動は、本人の意思であれ、背後の大人に操られているのであれ、「アンチテーゼ」として、受け入れてみる価値があると思う。,グレタ さん 意見 行動 本人 意思 背後 大人 操る れる いる する 受け入れる みる 価値 ある 思う
-1.0,グレタさんは好きじゃ無いけど、周りの大人たちがプロデュースして演説に参加した完璧なプロパガンダの姿を、移動中にその大人たちがいなくなり暴走してボロが剥がれていく辺りはネタとしてすきよ。,グレタ さん 好きだ 無い 周り 大人 たち プロデュース する 演説 参加 する 完璧だ プロパガンダ 姿 移動 中 大人 たち いる ない なる 暴走 する ボロ 剥がれる いく 辺り ネタ する すきだ
1.0,"グレタさんの写真は雑誌の表紙とかも含めて素敵だと思う
発言がどうこうは置いておいて",グレタ さん 写真 雑誌 表紙 含める 素敵だ 思う 発言 どうこう 置く おく
-1.0,グレタさんの件で思うのは子供を利用しないと政治活動できない大人達は最高にダサい,グレタ さん 件 思う の 子供 利用 する ない 政治 活動 できる ない 大人 達 最高だ ダサい
-1.0,"@catpullpull 馬鹿にするっつーか、リスクマネジメントですかな。あの年齢の中にもしっかりした百戦錬磨な子もいるかもしれませんが、そうある事を前提において放置すんのは迂闊なんじゃねえかとは思います。
熊がグレタさんのパトロンなら、やっぱ台本作ってTwitterも検閲しますな。
怖くて任せられませんや。",馬鹿だ する う つうか リスク マネジメント 年齢 中 する 百 戦 錬磨 子 いる しれる ます ある 事 前提 おく 放置 する の 迂闊だ ない 思う ます 熊 グレタ さん パトロン 台本 作 検閲 する ます 怖い 任せる られる ます
-1.0,グレタさんて環境に配慮して飛行機に乗らないの？？鉄道はアリで化学繊維もアリ？どこからがナシ？よくわからんなw,グレタ さん て 環境 配慮 する 飛行機 乗る ない の 鉄道 アリ 化学 繊維 アリ ナシだ わかる
-1.0,"この子、本気か商売か見極めかねてたけど、性根が露呈しちゃったな…

ドイツ鉄道、グレタさんにツイッターで応酬　「混雑し過ぎ」と形容され https://t.co/mci87ifJpN @cnn_co_jpより",子 本気だ 商売 見極める かねる る 性根 露呈 する う ドイツ 鉄道 グレタ さん ツイッター 応酬 混雑 する 過ぎる 形容 する れる
1.0,グレタさん、反生殖はともかく原発推進はいいだしてくれると嬉しい,グレタ さん 反 生殖 原発 推進 いい だす くれる 嬉しい
-1.0,グレタさんは大人に要求するんじゃなくて、自分の言葉と知識で環境問題解決に向かうアイデアを話してほしいんだよな,グレタ さん 大人 要求 する ない 自分 言葉 知識 環境 問題 解決 向かう アイデア 話す ほしい
1.0,グレタさんの優秀さは16才にしてはずば抜けている。どんな優秀な大人でも未熟な人は沢山いるので、グレタさんの未熟さはとるに足らない。日本のバカな政治家どもをみなさい。そんな政治家を支持する日本人を見なさい。未熟さてんこ盛りじゃないか。グレタさんをなじる暇有るなら日本の頭を見よ。 https://t.co/YfvA7U4yta,グレタ さん 優秀だ さ 16 才 する ずば抜ける いる 優秀だ 大人 未熟だ 人 いる グレタ さん 未熟だ さ とる 足る ない 日本 バカだ 政治 家 ども みなす いる 政治 家 支持 する 日本 人 見なす いる 未熟だ さ てんこ盛り ない グレタ さん なじる 暇だ 有る 日本 頭 見る
1.0,abemaTVでも言われていたが、グレタさんよりも気候変動問題が大切。つぶやきがニュースになっても環境問題は進まない https://t.co/dT30cb63ZD,言う れる いる グレタ さん 気候 変動 問題 大切だ つぶやき ニュース なる 環境 問題 進む ない
-1.0,グレタさん、超満員電車で移動なんて嘘でした。実はファーストクラスなんですね。知れば知るほどガッカリです。 https://t.co/G1dX4tqbu1,グレタ さん 満員 電車 移動 嘘 ファースト クラス 知る 知る ほど
-1.0,"グレタさん地球温暖化については同じ意見だけど、嘘は良くないよ。
まずインスタでそういうことを軽く呟くこと自体が間違い",グレタ さん 地球 温暖だ 化 つく 同じだ 意見 嘘 良い ない インスタ こと 軽い 呟く こと 自体 間違い
-1.0,RT @TakajunVW22: グレタさん自身は真っ当な教育を受けることができていない子供だとしか思えないので何も言う気はないんですけど、結局のところ理想論でしかなくて、言うだけなら誰にでも言えることを言っているだけなのに、なんでグレタさん凄い！話を聞かない奴らはダメ！みたい…,グレタ さん 自身 真っ当だ 教育 受ける こと できる いる ない 子供 思える ない 言う 気 ない ところ 理想 論 ない 言う 誰 言える こと 言う いる グレタ さん 凄い 話 聞く ない 奴 ら ダメだ
-1.0,"「グレタよりは分かってる」と言われそうやけど、グレタさんの主張を全て論破するのは、これまでの人類の全論文を読んでも無理かと。それ程までに地球温暖化問題は巨大かつ長期で不確定的。
唯一、グレタさんが今すぐ知るべきなのは「政治」でしょうね。温暖化に打ち勝つ前にまず政治に打ち勝たないと",グレタ 分かる る 言う れる そうだ グレタ さん 主張 論破 する の 人類 論文 読む 無理 程 地球 温暖だ 化 問題 巨大だ 長期 不確定だ 的だ グレタ さん 今 知る の 政治 温暖だ 化 打ち勝つ 前 政治 打ち勝つ ない
-1.0,"グレタさん「帰りの列車は超満員」  ドイツ鉄道とツイッターで小競り合い
https://t.co/4g83izYFic @afpbbcom

この手のアピール用の小ネタからも彼らのポジショニングがよく分かる。遊びたい盛りの健気な少女が地球が迎えている危機に心を痛め献身的に活動しているという。要は被害者ポジ+正義の味方",グレタ さん 帰り 列車 満員 ドイツ 鉄道 ツイッター 小競り合い こ 手 アピール 用 ネタ 彼 ら ポジショニング よい 分かる 遊ぶ たい 盛り 健気だ 少女 地球 迎える いる 危機 心 痛める 献身 的だ 活動 する いる いう 被害 者 ポジ 正義 味方
1.0,グレタさん面白いからすこ,グレタ さん 面白い すく
1.0,大人達、なぜにグレタさんの事を批判したがるのだ？？,大人 達 グレタ さん 事 批判 する たい がる
-1.0,"RT @kougakuya_: グレタさんを批判しているのではなく、二酸化炭素が目視することができると口にする少女が利用されている批判である。
茂木健一郎氏は、脳科学を極めた上にCO2問題に対し「
どうして」と疑問を投げかけるのであれば、空気中の0.04%の二酸化炭素が温暖化に…",グレタ さん 批判 する いる ない 二 酸化 炭素 目 視 する こと できる 口 する 少女 利用 する れる いる 批判 茂木 健一郎 氏 脳 科学 極める 上 2 問題 対する 疑問 投げる かける 空気 中 0 . 04 二 酸化 炭素 温暖だ 化
-1.0,"電車を動かしてるのは…原発かな？
しかし、めっきが剥がれるの早くない？
グレタさん「帰りの列車は超満員」  ドイツ鉄道とツイッターで小競り合い https://t.co/Ad4lokEL54 @afpbbcomから",電車 動かす る の 原発 めっき 剥がれる 早い ない グレタ さん 帰り 列車 満員 ドイツ 鉄道 ツイッター 小競り合い
-1.0,"@ksl_live @allnaturelove35 グレタさんも先進国が如何に恵まれているかを勉強しなければ成らない
自分の主張と行動が噛み合わないって可笑しいよね。",グレタ さん 先進 国 恵む れる いる 勉強 する ない 成る ない 自分 主張 行動 噛み合う ない 可笑しい
1.0,RT @kenichiromogi: タイム誌が「今年の人」にグレタさんを選んだのも、結局彼女の発しているメッセージの的確さ、ストレートさなどを蓄積的に評価してきたからだと思う。オバマさんが大統領選挙に彗星のごとく登場した時と同じだ。そこがグレタ現象の本質であって、背後に誰がい…,タイム 誌 今年 人 グレタ さん 選ぶ の 彼女 発す いる メッセージ 的確だ さ ストレートだ さ 蓄積 的だ 評価 する くる 思う オバマ さん 大統領 選挙 彗星 登場 する 時 同じだ グレタ 現象 本質 背後 誰 がい
-1.0,"中国共産党を
痛烈に批判したら
おっちゃんは彼女を
心から尊敬しよう。

けど今の彼女は
中国批判が弱すぎる。

安全圏から
安全な相手を非難しとるだけ。

ドイツ鉄道、グレタさんにツイッターで応酬　「混雑し過ぎ」と形容され（https://t.co/crLwN1Xbl8） https://t.co/BU1RPv7v8p",中国 共産党 痛烈だ 批判 する おっちゃん 彼女 尊敬 する 今 彼女 中国 批判 弱い すぎる 安全だ 圏 安全だ 相手 非難 する とる ドイツ 鉄道 グレタ さん ツイッター 応酬 混雑 する 過ぎる 形容 する れる （）
1.0,"@marei_de_pon 僕は、グレタさんに激怒している人や、嫌悪感を表明する人達に「怒る前に古い映画でも見たほうがいい。」と思うな。
まず若い人達が政治に関心を持つのはいいことだし、若さ故の思い上がりや間違いはドイツ鉄道のように指摘すればいいかと。
一部のフェミニストやリベラル左派もアイドルに萌えるんだね",僕 グレタ さん 激怒 する いる 人 嫌悪 感 表明 する 人 達 怒る 前 古い 映画 見る ほう いい 思う 若い 人 達 政治 関心 持つ の いい こと 若い さ 故 思い上がり 間違い ドイツ 鉄道 指摘 する いい 一部 フェミニスト リベラルだ 左派 アイドル 萌える
-1.0,"権力者は我に従え!
って言い放つだけあり、ファーストクラスに乗れる恵まれたお金持ちのお子さまなのね！

ドイツ鉄道、グレタさんにツイッターで応酬　「混雑し過ぎ」と形容され（https://t.co/bhE8J4jNMq） https://t.co/xLbVMWxlbw",権力 者 我 従う 言い放つ ある ファースト クラス 乗れる 恵む れる 金持ち 子 さま ドイツ 鉄道 グレタ さん ツイッター 応酬 混雑 する 過ぎる 形容 する れる （）
1.0,RT @twicchaga: @MASS_VS_CORE トランプやブラジルのトップもグレタさんに噛み付いてましたね。それだけグレタさんの言ってることが正しいってことの表れですよね。セクシーの方じゃなくて、れいわの辻村ちひろ環境大臣もそのようなことを言われていましたね。,トランプ ブラジル トップ グレタ さん 噛み付く ます グレタ さん 言う る こと 正しい こと 表れ セクシーだ 方 ない れいわ 辻村 ちひろ 環境 大臣 こと 言う れる いる ます
-1.0,インドの超満員の列車に乗るグレタさんが見たい,インド 満員 列車 乗る グレタ さん 見る たい
-1.0,"鉄道を使えば環境に優しいのか。。。？。。。？？。。

グレタさん「帰りの列車は超満員」  ドイツ鉄道とツイッターで小競り合い（ＡＦＰ＝時事） https://t.co/yEcOsjtHXd",鉄道 使う 環境 優しい グレタ さん 帰り 列車 満員 ドイツ 鉄道 ツイッター 小競り合い ＡＦＰ 時事
1.0,このニュースに対していろいろな見方があって面白い。事実は一つでも評価は違う/グレタさん「帰りの列車は超満員」  ドイツ鉄道とツイッターで小競り合い https://t.co/vc1OtT3Kt6 @afpbbcomから,ニュース 対する いろいろだ 見方 ある 面白い 一 つ 評価 違う グレタ さん 帰り 列車 満員 ドイツ 鉄道 ツイッター 小競り合い
1.0,"グレタさんってまだ少女なのに世界中の政治家やら企業やらマスコミが本気で潰そうとしてない？都合悪い存在は消すだけって(°°;) people are trying to beat girl greta,what a pity #HowDareYou",グレタ さん 少女 世界 中 政治 家 企業 マスコミ 本気だ 潰す する ない 悪い 存在 消す
1.0,環境問題を知らない世代や個人が多く、彼らが頻繁にグレタさんを非難しているってことね,環境 問題 知る ない 世代 個人 多い 彼 ら 頻繁だ グレタ さん 非難 する いる こと
-1.0,グレタさんめっちゃたたかれてんじゃんって思ったけど床が見えるのと座るスペースがある時点でそれは満員電車ではない,グレタ さん たたく れる 思う 床 見える の 座る スペース ある 時点 満員 電車 ない
1.0,そうか、グレタさんを誹謗中傷する大人ってけっきょく彼女が怖いのね・・,グレタ さん 誹謗 中傷 する 大人 彼女 怖い
1.0,グレタさんはマララさん同様、ストレートにことの本質を突いているから様々な反応が上がってくるのでしょう。特に痛いところを突かれた大人はみっともないほどの言動をしているところが「どっちが大人？」と言いたくなるほど。 https://t.co/EA49LS0VdC,グレタ さん マララ さん 同様だ ストレートだ こと 本質 突く いる 様々だ 反応 上がる くる 痛い ところ 突く れる 大人 みっともない ほど 言動 する いる ところ 大人 言う たい なる ほど
-1.0,グレタさん、ぜひ日本に来て電車乗ってくれよ。吐くんじゃないかな？,グレタ さん 日本 来る 電車 乗る くれる 吐く ない
-1.0,@spacecraft_blog つーか、16歳ならもっと考える事も可能だろうにと残念に思う。グレタさんのどの主張も一言で言えば「昔に戻れ」であるが、それでは今の人口を支えられません。その辺りを全て丸投げでは誰も納得しないと言っているのです。,つうか 16 歳 考える 事 可能だ 残念だ 思う グレタ さん 主張 一言 言う 昔 戻る 今 人口 支える られる ます 辺り 丸 投げ 誰 納得 する ない 言う いる
1.0,すごい。グレタさんエモい(なにいってるんだ俺) https://t.co/2a0cY1oPHD,すごい グレタ さん いる なに いう る 俺
1.0,"俺ひねくれているのでグレタさん、応援しよっと。右派の標準とずれたのなら仕方がない。己の考えを信じるのみ。
#GretaThunberg",俺 ひねくれる いる グレタ さん 応援 する 右派 標準 ずれる 仕方がない 己 考え 信じる
-1.0,"@Shin_kurose グレタさんに間違いを正して、まともな大人になって欲しいから苦言を呈しているのだと思います。
彼女を利用している大人は、彼女が大人になって利用価値がなくなったら、どうするつもりなんでしょうか？ 使い捨て？",グレタ さん 間違い 正す まともだ 大人 なる 欲しい 苦言 呈す いる 思う ます 彼女 利用 する いる 大人 彼女 大人 なる 利用 価値 なくなる する 使い 捨て
1.0,グレタさんの言う通り人類は早く核融合炉や反物質を用いたエネルギー源を実現し超電導による移動手段を確立すべきです。,グレタ さん 言う 通り 人類 早い 核 融合 炉 反 物質 用いる エネルギー 源 実現 する 超電導 よる 移動 手段 確立 する
1.0,タイム誌が「今年の人」にグレタさんを選んだのも、結局彼女の発しているメッセージの的確さ、ストレートさなどを蓄積的に評価してきたからだと思う。オバマさんが大統領選挙に彗星のごとく登場した時と同じだ。そこがグレタ現象の本質であって、背後に誰がいるとか、こんな陰謀論があるとか関係ない。,タイム 誌 今年 人 グレタ さん 選ぶ の 彼女 発す いる メッセージ 的確だ さ ストレートだ さ 蓄積 的だ 評価 する くる 思う オバマ さん 大統領 選挙 彗星 登場 する 時 同じだ グレタ 現象 本質 背後 誰 いる 陰謀 論 ある 関係 ない
